ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Genre Principal;Genres Secondaires;Image-URL-L;Moyenne_Adolescent 12-17;Moyenne_Adulte 26-35;Moyenne_Adulte 36-50;Moyenne_Enfant 1-12;Moyenne_Jeune adulte 18-25;Moyenne_Senior 50+
2070322882;Le Mythe De Sisyphe Essai Sur Labsurde (Collection Folio / Essais);Albert Camus;1999-01-01;Gallimard;Philosophy;Nonfiction, Classics, Cultural, France, Writing, Essays, European Literature, French Literature, Literature, Literature, 20th Century, Fantasy, Mythology, Unfinished;http://images.amazon.com/images/P/2070322882.01.LZZZZZZZ.jpg;;10.0;;;;
2070360024;L'Etranger (Collection Folio, 2);Albert Camus;1990-01-01;Gallimard Jeunesse;Classics;Fiction, Philosophy, Cultural, France, Literature, Novels, European Literature, French Literature, Academic, School, Literary Fiction, Literature, 20th Century;http://images.amazon.com/images/P/2070360024.01.LZZZZZZZ.jpg;;8.2;8.666666666666666;;8.272727272727273;8.5
2070362361;La Cantatrice Chauve: Anti-Piece / La Lecon: Drame Comique (Collection Folio, 236);Eugene Ionesco;2002-01-01;Bantam Books;Plays;Cultural, France, Plays, Theatre, Classics, Drama, Fiction, European Literature, French Literature, Academic, School, Academic, Read For School, Literature, 20th Century;http://images.amazon.com/images/P/2070362361.01.LZZZZZZZ.jpg;;8.5;;;10.0;
2070368106;LA Ravissement De Lol V. Stein;Marguerite Duras;1999-01-01;Schoenhof Foreign Books Inc;Fiction;Cultural, France, Classics, European Literature, French Literature, Novels, Literature, Literary Fiction, Roman, Literature, 20th Century, Womens;http://images.amazon.com/images/P/2070368106.01.LZZZZZZZ.jpg;;10.0;;;;
2070401014;Le Premier Homme;Albert Camus;2000-01-01;Gallimard Jeunesse;Fiction;Philosophy, Classics, Cultural, France, Literature, European Literature, French Literature, Novels, Literature, 20th Century, Nobel Prize, Northern Africa, Algeria;http://images.amazon.com/images/P/2070401014.01.LZZZZZZZ.jpg;;9.0;;;;
2070417948;La Jeune Fille a la Perle / Girl with a Pearl Earring;Tracy Chevalier;2002-01-01;Distribooks;Historical;Historical Fiction, Fiction, Historical, Classics, Art, Romance, Adult, Adult Fiction, Novels, Literature;http://images.amazon.com/images/P/2070417948.01.LZZZZZZZ.jpg;;8.0;7.0;;;
2070513289;Le Petit Prince (The Little Prince) in French;Antoine De Saint-Exupery;1997-01-01;Schoenhof Foreign Books Inc;Classics;Fiction, Fantasy, Childrens, Cultural, France, Philosophy, Young Adult, Literature, Childrens, Middle Grade, European Literature, French Literature;http://images.amazon.com/images/P/2070513289.01.LZZZZZZZ.jpg;;;;;9.0;
207071523X;La Disparition (French Language Edition);Georges Perec;1990-01-01;Distribooks Inc;Fiction;Cultural, France, Literature, European Literature, French Literature, Classics, Mystery, Novels, Roman, Literature, 20th Century, Literary Fiction;http://images.amazon.com/images/P/207071523X.01.LZZZZZZZ.jpg;;8.5;;;;
2207252000;La Maison des feuilles;Mark Z. Danielewski;2002-01-01;DenoÃ?Â«l;Horror;Fiction, Fantasy, Mystery, Thriller, Contemporary, Novels, Adult, Literature, Fantasy, Paranormal;http://images.amazon.com/images/P/2207252000.01.LZZZZZZZ.jpg;;10.0;;;9.333333333333334;
2207254410;L'Echiquier du mal (L'intÃ?Â©grale);Dan Simmons;2003-01-01;DenoÃ?Â«l;Horror;Fiction, Fantasy, Paranormal, Vampires, Thriller, Science Fiction, Fantasy, Paranormal, Fantasy, Supernatural, Historical, Historical Fiction, Suspense;http://images.amazon.com/images/P/2207254410.01.LZZZZZZZ.jpg;;8.0;;;9.0;
2226126260;Monsieur Ibrahim et les Fleurs du Coran;Eric-Emmanuel Schmitt;2003-01-01;Albin Michel;Fiction;Cultural, France, Academic, School, European Literature, French Literature, Classics, Contemporary, Novels, Roman, Literature, Academic, Read For School;http://images.amazon.com/images/P/2226126260.01.LZZZZZZZ.jpg;;8.5;;;;
2253008486;Siddhartha;Hermann Hesse;1975-01-01;LGF;Classics;Fiction, Philosophy, Spirituality, Religion, Literature, Religion, Buddhism, European Literature, German Literature, Novels, Historical, Historical Fiction;http://images.amazon.com/images/P/2253008486.01.LZZZZZZZ.jpg;;7.0;10.0;;;
2253033138;Le Nom de la rose;Umberto Eco;2002-01-01;LGF;Fiction;Historical, Historical Fiction, Mystery, Classics, Historical, Literature, European Literature, Italian Literature, Cultural, Italy, Mystery, Crime, Novels;http://images.amazon.com/images/P/2253033138.01.LZZZZZZZ.jpg;;9.0;9.0;;8.0;
2253141208;Les Fils des tÃ?Â©nÃ?Â¨bres;Dan Simmons;1999-01-01;LGF;Horror;Paranormal, Vampires, Fiction, Fantasy, Thriller, Science Fiction, Fantasy, Paranormal, Mystery, Fantasy, Supernatural, Historical, Historical Fiction;http://images.amazon.com/images/P/2253141208.01.LZZZZZZZ.jpg;;5.0;;;;
2264031913;Glamorama;Bret Easton Ellis;2001-01-01;Editions 10/18;Fiction;Contemporary, Thriller, Novels, Literature, American, Horror, Literature, The United States Of America, Literary Fiction, Adult;http://images.amazon.com/images/P/2264031913.01.LZZZZZZZ.jpg;;7.0;;;;
2266082655;Le portrait de Dorian Gray;Oscar Wilde;1999-01-01;Pocket;Classics;Fiction, Horror, Fantasy, Gothic, Literature, Novels, Literature, 19th Century, LGBT, Classics, Classic Literature;http://images.amazon.com/images/P/2266082655.01.LZZZZZZZ.jpg;;8.0;;;;
2266106341;L'Eveil d'Endymion, tome 2;Dan Simmons;2000-01-01;Pocket;Science Fiction;Cultural, France;http://images.amazon.com/images/P/2266106341.01.LZZZZZZZ.jpg;;10.0;;;;
2290053651;Starship Titanic;Douglas Adams;2001-01-01;J'ai lu;Science Fiction;Fiction, Humor, Fantasy, Humor, Comedy, Science Fiction Fantasy, Space, Adventure, Novels, Science Fiction, Aliens;http://images.amazon.com/images/P/2290053651.01.LZZZZZZZ.jpg;;;;;6.0;
2290303348;Neverwhere;Neil Gaiman;2001-01-01;J'ai lu;Fantasy;Fiction, Fantasy, Urban Fantasy, Audiobook, Science Fiction Fantasy, Science Fiction, Horror, Adventure, Adult, Young Adult;http://images.amazon.com/images/P/2290303348.01.LZZZZZZZ.jpg;;8.0;9.0;;5.0;
2290315524;Le Cycle d'Ender, tome 3 : XÃ?Â©nocide;Card Orson Scott;2001-01-01;J'ai lu;Science Fiction;Fiction, Fantasy, Science Fiction Fantasy, Young Adult, Audiobook, Space, Science Fiction, Aliens, Novels, Space, Space Opera;http://images.amazon.com/images/P/2290315524.01.LZZZZZZZ.jpg;;7.5;;;8.0;
2707301485;En Attendant Godot;S. Beckett;1997-01-01;Distribooks Inc;Plays;Classics, Fiction, Drama, Plays, Theatre, Literature, Philosophy, Academic, School, European Literature, Irish Literature, Cultural, France;http://images.amazon.com/images/P/2707301485.01.LZZZZZZZ.jpg;;8.75;;;8.0;
2723433919;NausicaÃ?Â¤ de la vallÃ?Â©e du vent, tome 3;Hayao Miyazaki;2001-01-01;GlÃ?Â©nat;Sequential Art;Manga, Sequential Art, Graphic Novels, Fantasy, Sequential Art, Comics, Science Fiction, Fiction, Adventure, Graphic Novels Comics, Apocalyptic, Post Apocalyptic, Comics, Comic Book;http://images.amazon.com/images/P/2723433919.01.LZZZZZZZ.jpg;;;;;9.0;
2723433927;NausicaÃ?Â¤ de la vallÃ?Â©e du vent, tome 4;Hayao Miyazaki;2002-01-01;GlÃ?Â©nat;Sequential Art;Manga, Sequential Art, Graphic Novels, Fantasy, Sequential Art, Comics, Science Fiction, Fiction, Graphic Novels Comics, Adventure, Apocalyptic, Post Apocalyptic, Comics, Comic Book;http://images.amazon.com/images/P/2723433927.01.LZZZZZZZ.jpg;;;;;9.0;
2914370318;Shannara, tome 1 : L'EpÃ?Â©e de Shannara;Terry Brooks;2002-01-01;Braguelonne;Fantasy;;http://images.amazon.com/images/P/2914370318.01.LZZZZZZZ.jpg;;10.0;;;;
3257211945;Das Hotel New Hampshire;John Irving;1998-01-01;Diogenes Verlag AG;Fiction;Contemporary, Literature, Classics, Novels, Literary Fiction, Literature, American, Humor, The United States Of America, Adult Fiction;http://images.amazon.com/images/P/3257211945.01.LZZZZZZZ.jpg;;10.0;6.0;5.0;;
3257228007;Das Parfum: Die Geschichte Eines Morders;Patrick Suskind;1994-01-01;Distribooks Inc;Fiction;Classics, Historical, Historical Fiction, Horror, Mystery, Thriller, Mystery, Crime, European Literature, German Literature, Historical, Novels;http://images.amazon.com/images/P/3257228007.01.LZZZZZZZ.jpg;;7.055555555555555;8.5;;8.0;10.0
340412801X;Der Gesang des Meeres. Beach Music.;Pat Conroy;1998-01-01;LÃ?Â¼bbe;Fiction;American, Southern, Contemporary, Historical, Historical Fiction, Novels, Drama, Literature, Literary Fiction, Adult Fiction, Audiobook;http://images.amazon.com/images/P/340412801X.01.LZZZZZZZ.jpg;;8.0;;;;
3404134117;Das letzte Gefecht. The Stand.;Stephen King;2003-01-01;LÃ?Â¼bbe;Horror;Fiction, Fantasy, Science Fiction, Apocalyptic, Post Apocalyptic, Thriller, Science Fiction, Dystopia, Audiobook, Science Fiction, Apocalyptic, Classics;http://images.amazon.com/images/P/3404134117.01.LZZZZZZZ.jpg;;;5.0;;;
3423118229;Katz Und Maus;Gunter Grass;1999-01-01;Deutscher Taschenbuch Verlag;Fiction;European Literature, German Literature, Classics, Cultural, Germany, Literature, Nobel Prize, Novels, Historical, Historical Fiction, War, Literature, 20th Century;http://images.amazon.com/images/P/3423118229.01.LZZZZZZZ.jpg;;3.0;;;;
3442309174;Die Umarmung des Todes.;Natsuo Kirino;2003-01-01;Goldmann;Fiction;Cultural, Japan, Thriller, Mystery, Asian Literature, Japanese Literature, Mystery, Crime, Horror, Thriller, Mystery Thriller, Cultural, Asia, Literature, Asian Literature;http://images.amazon.com/images/P/3442309174.01.LZZZZZZZ.jpg;;9.333333333333334;;;10.0;
3442352436;Star Wars Episode 1. Die dunkle Bedrohung.;Terry Brooks;1999-01-01;Goldmann;Media Tie In;Star Wars, Science Fiction, Fiction, Fantasy, Science Fiction Fantasy, Adventure, Audiobook, Space, Space Opera, Novels, Media Tie In;http://images.amazon.com/images/P/3442352436.01.LZZZZZZZ.jpg;8.0;;2.0;;4.0;
3442726328;Die Geisha;Arthur Golden;2000-01-01;Wilhelm Goldmann Verlag, GmbH;Fiction;Historical, Historical Fiction, Romance, Historical, Classics, Cultural, Japan, Adult, Novels, Cultural, Asia, Adult Fiction;http://images.amazon.com/images/P/3442726328.01.LZZZZZZZ.jpg;;10.0;8.0;;;
3442730503;Naokos LÃ?Â¤cheln. Nur eine Liebesgeschichte.;Haruki Murakami;2003-01-01;Btb Bei Goldmann;Fiction;Cultural, Japan, Romance, Contemporary, Asian Literature, Japanese Literature, Novels, Classics, Literature, Literary Fiction, Magical Realism;http://images.amazon.com/images/P/3442730503.01.LZZZZZZZ.jpg;;10.0;;;;
344275500X;Hitler's Willinge Vollstrecker / Hitler's Willing Executioners;Daniel Jonah Goldhagen;1999-01-01;Wilhelm Goldmann Verlag, GmbH;History;Nonfiction, World War II, Holocaust, War, World War II, Cultural, Germany, War, Politics, History, European History, Literature, Jewish, Historical;http://images.amazon.com/images/P/344275500X.01.LZZZZZZZ.jpg;;8.0;;;;
3453189345;Pusteblume.;Marian Keyes;2001-01-01;Heyne;Womens Fiction;Chick Lit, Fiction, Romance, Contemporary, Humor, Cultural, Ireland, Romance, Contemporary Romance, Womens Fiction, European Literature, Irish Literature, Adult;http://images.amazon.com/images/P/3453189345.01.LZZZZZZZ.jpg;;;6.5;;10.0;
3453190149;Glamorama.;Bret Easton Ellis;2001-01-01;Heyne;Fiction;Contemporary, Thriller, Novels, Literature, American, Horror, Literature, The United States Of America, Literary Fiction, Adult;http://images.amazon.com/images/P/3453190149.01.LZZZZZZZ.jpg;;7.0;;;;
3453198255;Fuselfieber.;David Sedaris;2002-01-01;Heyne;Humor;Nonfiction, Writing, Essays, Short Stories, Autobiography, Memoir, Humor, Comedy, Audiobook, Biography, LGBT, Biography, Autobiography;http://images.amazon.com/images/P/3453198255.01.LZZZZZZZ.jpg;;6.0;;;7.0;
3462031953;Chronik eines angekÃ?Â¼ndigten Todes. Roman.;Gabriel Garcia Marquez;2002-01-01;Kiepenheuer & Witsch;Fiction;Classics, Magical Realism, Academic, School, Literature, European Literature, Spanish Literature, Novels, Cultural, Latin American, Literary Fiction, Literature, Latin American Literature;http://images.amazon.com/images/P/3462031953.01.LZZZZZZZ.jpg;;10.0;;;;
3492207006;Die Entdeckung der Langsamkeit.;Sten Nadolny;1987-01-01;Piper;Fiction;Historical, Historical Fiction, European Literature, German Literature, Novels, Historical, Roman, Travel, Philosophy, Contemporary, Classics;http://images.amazon.com/images/P/3492207006.01.LZZZZZZZ.jpg;;8.333333333333334;10.0;;10.0;
3492238696;Balzac und die kleine chinesische Schneiderin.;Dai Sijie;2003-01-01;Piper;Fiction;Historical, Historical Fiction, Cultural, China, Cultural, Asia, Historical, Writing, Books About Books, Novels, Literature, Asian Literature, Literature, Academic, School;http://images.amazon.com/images/P/3492238696.01.LZZZZZZZ.jpg;;8.0;9.333333333333334;;7.0;
3499137305;V.;Thomas Pynchon;1994-01-01;Rowohlt Tb.;Fiction;Classics, Literature, Novels, Literature, American, Contemporary, Literary Fiction, Literature, 20th Century, The United States Of America, Modern;http://images.amazon.com/images/P/3499137305.01.LZZZZZZZ.jpg;;5.0;;;;
3499156717;PanAroma. Jitterbug Perfume.;Tom Robbins;1985-01-01;Rowohlt Tb.;Fiction;Fantasy, Humor, Magical Realism, Literature, Novels, Contemporary, Classics, Literature, American, Literary Fiction;http://images.amazon.com/images/P/3499156717.01.LZZZZZZZ.jpg;;;8.0;;;
3499222507;Wie ich eines schÃ?Â¶nen Morgens im April das 100%ige MÃ?Â¤dchen sah.;Haruki Murakami;1998-01-01;Rowohlt Tb.;Short Stories;Fiction, Cultural, Japan, Asian Literature, Japanese Literature, Romance, Literature, Magical Realism, Contemporary, Literature, 20th Century, Cultural, Asia;http://images.amazon.com/images/P/3499222507.01.LZZZZZZZ.jpg;;7.777777777777778;8.0;;9.0;
3548601316;Ali und Nino.;Kurban Said;2002-01-01;Ullstein TB-Vlg;Fiction;Historical, Historical Fiction, Romance, Classics, Cultural, Asia, War, Novels, Historical, Literature, Cultural, Russia;http://images.amazon.com/images/P/3548601316.01.LZZZZZZZ.jpg;;;9.0;;;
3548603203;Artemis Fowl.;Eoin Colfer;2003-01-01;Ullstein TB-Vlg;Fantasy;Young Adult, Fiction, Childrens, Middle Grade, Childrens, Science Fiction, Adventure, Fantasy, Magic, Fantasy, Urban Fantasy, Audiobook;http://images.amazon.com/images/P/3548603203.01.LZZZZZZZ.jpg;10.0;8.0;6.0;;9.0;
3548603254;Yeats ist tot. 15 Autoren schreiben einen sehr irischen Roman.;Diethard Herles;2003-01-01;List Tb.;Fiction;Mystery, European Literature, Irish Literature, Cultural, Ireland, Humor, Thriller, Mystery Thriller, Short Stories, Adult, Humor, Comedy, Mystery, Crime;http://images.amazon.com/images/P/3548603254.01.LZZZZZZZ.jpg;;6.5;8.0;;;
3596283493;TraumjÃ?Â¤ger und Goldpfote. Roman.;Tad Williams;1989-01-01;Fischer (Tb.), Frankfurt;Fantasy;Fiction, Animals, Animals, Cats, Young Adult, Science Fiction Fantasy, Animals, Animal Fiction, Adventure, Novels, Animals, Anthropomorphic;http://images.amazon.com/images/P/3596283493.01.LZZZZZZZ.jpg;;9.0;6.0;;;
3895849618;Harry Potter und der Gefangene von Askaban. Sonderausgabe. 11 CDs. VollstÃ¤ndige Lesung;Joanne K. Rowling;2002-01-01;Dhv der HÃ¶rverlag;Fantasy;Fiction, Young Adult, Fantasy, Magic, Childrens, Childrens, Middle Grade, Adventure, Audiobook, Classics, Science Fiction Fantasy;http://images.amazon.com/images/P/3895849618.01.LZZZZZZZ.jpg;;;;;7.0;
4770028962;Coin Locker Babies;Ryu Murakami;2002-01-01;Kodansha International (JPN);Fiction;Cultural, Japan, Asian Literature, Japanese Literature, Horror, Contemporary, Novels, Literature, Asian Literature, Cultural, Asia, Literature, Thriller;http://images.amazon.com/images/P/4770028962.01.LZZZZZZZ.jpg;;;7.0;;;
8420466557;Divorcio a la francesa;Diane Johnson;2003-01-01;Santillana Pub Co;Fiction;Womens Fiction, Chick Lit, Cultural, France, Romance, Contemporary, Novels, Humor, Travel, Literary Fiction, Adult Fiction;http://images.amazon.com/images/P/8420466557.01.LZZZZZZZ.jpg;;;5.0;;;
8432216062;El Perfume: Historia De UN Asesino;Patrick Suskind;2003-01-01;Editorial Seix Barral;Fiction;Classics, Historical, Historical Fiction, Horror, Mystery, Thriller, Mystery, Crime, European Literature, German Literature, Historical, Novels;http://images.amazon.com/images/P/8432216062.01.LZZZZZZZ.jpg;;9.0;;;8.0;
8433920448;La Maquina de Follar;Charles Bukowski;1995-01-01;Anagrama;Fiction;Short Stories, Poetry, Classics, Literature, American, Literature, The United States Of America, Contemporary, American, Americana, Literature, 20th Century;http://images.amazon.com/images/P/8433920448.01.LZZZZZZZ.jpg;;;;;7.0;
8433920863;Relatos de Los Inesperado;Roald Dahl;1995-01-01;Anagrama;Short Stories;Fiction, Fantasy, Horror, Classics, Humor, Childrens, Mystery, Literature, Young Adult;http://images.amazon.com/images/P/8433920863.01.LZZZZZZZ.jpg;;8.5;;;;
8440699476;El Catalejo Lacado (Pullman, Philip, His Dark Materials. 3.);Philip Pullman;2002-01-01;Distribooks;Fantasy;Young Adult, Fiction, Childrens, Adventure, Science Fiction, Audiobook, Science Fiction Fantasy, Science Fiction, Steampunk, Childrens, Middle Grade;http://images.amazon.com/images/P/8440699476.01.LZZZZZZZ.jpg;;;;;10.0;
8466300651;El Evangelio Segun Jesucristo (Punto De Lectura, 8/3);Jose Saramago;2001-01-01;Santillana USA Publishing Company;Fiction;Religion, Historical, Historical Fiction, Cultural, Portugal, Literature, European Literature, Portuguese Literature, Nobel Prize, Novels, Classics, Philosophy;http://images.amazon.com/images/P/8466300651.01.LZZZZZZZ.jpg;;7.666666666666667;;;7.0;
8466302298;La tÃ­a Julia y el escribidor;Mario Vargas Llosa;2001-01-01;Suma de Letras;Fiction;Cultural, Latin American, Nobel Prize, European Literature, Spanish Literature, Novels, Literature, Literature, Latin American Literature, Classics, Romance, Literature, 20th Century;http://images.amazon.com/images/P/8466302298.01.LZZZZZZZ.jpg;;;7.0;;;
846630679X;La caverna = A caverna;Jose Saramago;2002-01-01;Punto de Lectura;Fiction;Cultural, Portugal, Literature, Novels, European Literature, Portuguese Literature, Nobel Prize, Science Fiction, Dystopia, Classics, Philosophy, Literary Fiction;http://images.amazon.com/images/P/846630679X.01.LZZZZZZZ.jpg;9.0;9.0;9.0;;8.0;
8478888845;Harry Potter y la Ã?rden del FÃ©nix;J. K. Rowling;2004-01-01;Salamandra;Fantasy;Young Adult, Fiction, Fantasy, Magic, Childrens, Adventure, Audiobook, Childrens, Middle Grade, Classics, Science Fiction Fantasy;http://images.amazon.com/images/P/8478888845.01.LZZZZZZZ.jpg;;;;;8.0;
